docket_no,sex,race
MC-51-CR-0021708-2020,Male,Black
MC-51-CR-0017302-2020,Female,Black
MC-51-CR-0002497-2020,Male,Black
MC-51-CR-0005556-2020,Male,Asian/Pacific Islander
MC-51-CR-0007637-2020,Male,Black
MC-51-CR-0015063-2020,Male,Black
MC-51-CR-0009448-2020,Female,White
MC-51-CR-0002807-2020,Female,White
MC-51-CR-0004969-2020,Male,Black
MC-51-CR-0006698-2020,Female,Black
MC-51-CR-0020951-2020,Male,Black
MC-51-CR-0001759-2020,Male,Black
MC-51-CR-0003438-2020,Male,Black
MC-51-CR-0008877-2020,Male,Black
MC-51-CR-0022856-2020,Male,Black
MC-51-CR-0008681-2020,Male,Black
MC-51-CR-0002496-2020,Male,Black
MC-51-CR-0005557-2020,Male,Black
MC-51-CR-0017303-2020,Male,White
MC-51-CR-0015062-2020,Male,Black
MC-51-CR-0009449-2020,Male,White
MC-51-CR-0007636-2020,Female,Black
MC-51-CR-0007450-2020,Male,Black
MC-51-CR-0000591-2020,Male,Black
MC-51-CR-0015204-2020,Male,Black
MC-51-CR-0017165-2020,Male,Black
MC-51-CR-0000901-2020,Male,Black
MC-51-CR-0021709-2020,Male,Black
MC-51-CR-0005731-2020,Male,White
MC-51-CR-0001396-2020,Female,Black
MC-51-CR-0008028-2020,Male,White
MC-51-CR-0014403-2020,Male,Black
MC-51-CR-0016762-2020,Male,Black
MC-51-CR-0013952-2020,Male,White
MC-51-CR-0004136-2020,Female,Black
MC-51-CR-0014893-2020,Male,White
MC-51-CR-0003291-2020,Male,Black
MC-51-CR-0020368-2020,Male,White
MC-51-CR-0016504-2020,Male,White
MC-51-CR-0014665-2020,Male,White
MC-51-CR-0022009-2020,Male,Black
MC-51-CR-0016994-2020,Male,Black
MC-51-CR-0011855-2020,Male,Black
MC-51-CR-0006031-2020,Female,White
MC-51-CR-0005198-2020,Male,White
MC-51-CR-0002059-2020,Male,Black
MC-51-CR-0000338-2020,Male,Black
MC-51-CR-0009086-2020,Male,Black
MC-51-CR-0019923-2020,Male,Black
MC-51-CR-0020369-2020,Female,Black
MC-51-CR-0016505-2020,Male,Black
MC-51-CR-0004351-2020,Male,White
MC-51-CR-0003290-2020,Male,White
MC-51-CR-0016995-2020,Male,Black
MC-51-CR-0011854-2020,Male,White
MC-51-CR-0006030-2020,Male,White
MC-51-CR-0014664-2020,Male,Black
MC-51-CR-0022008-2020,Male,Black
MC-51-CR-0008029-2020,Male,White
MC-51-CR-0014402-2020,Male,Black
MC-51-CR-0001397-2020,Female,White
MC-51-CR-0006256-2020,Male,Black
MC-51-CR-0013953-2020,Male,White
MC-51-CR-0004137-2020,Male,Black
MC-51-CR-0014892-2020,Male,Black
MC-51-CR-0016763-2020,Male,Black
MC-51-CR-0005199-2020,Female,Black
MC-51-CR-0002058-2020,Male,Black
MC-51-CR-0009087-2020,Male,Black
MC-51-CR-0019922-2020,Male,Black
MC-51-CR-0000339-2020,Male,White
MC-51-CR-0004604-2020,Male,Black
MC-51-CR-0001834-2020,Male,White
MC-51-CR-0016050-2020,Female,Black
MC-51-CR-0011191-2020,Male,Black
MC-51-CR-0014331-2020,Male,White
MC-51-CR-0006703-2020,Male,Black
MC-51-CR-0013096-2020,Female,White
MC-51-CR-0003933-2020,Male,White
MC-51-CR-0014157-2020,Male,Black
MC-51-CR-0016236-2020,Male,Black
MC-51-CR-0018049-2020,Male,Black
MC-51-CR-0004462-2020,Male,White
MC-51-CR-0019281-2020,Male,White
MC-51-CR-0021692-2020,Male,White
MC-51-CR-0017298-2020,Male,Black
MC-51-CR-0010359-2020,Male,Black
MC-51-CR-0009942-2020,Female,Black
MC-51-CR-0021864-2020,Male,Black
MC-51-CR-0012038-2020,Female,Black
MC-51-CR-0013097-2020,Male,Black
MC-51-CR-0003932-2020,Male,Black
MC-51-CR-0014156-2020,Male,Black
MC-51-CR-0006702-2020,Female,Black
MC-51-CR-0018048-2020,Male,White
MC-51-CR-0004463-2020,Male,White
MC-51-CR-0016237-2020,Male,Black
MC-51-CR-0016051-2020,Male,Black
MC-51-CR-0011190-2020,Female,Black
MC-51-CR-0004605-2020,Male,Black
MC-51-CR-0006564-2020,Male,White
MC-51-CR-0014330-2020,Male,Asian/Pacific Islander
MC-51-CR-0009943-2020,Male,Black
MC-51-CR-0017299-2020,Male,White
MC-51-CR-0010358-2020,Female,White
MC-51-CR-0012039-2020,Female,Black
MC-51-CR-0021865-2020,Male,Black
MC-51-CR-0021693-2020,Male,White
MC-51-CR-0019280-2020,Male,Black
MC-51-CR-0014599-2020,Male,Black
MC-51-CR-0013458-2020,Female,Black
MC-51-CR-0018817-2020,Male,White
MC-51-CR-0020094-2020,Male,White
MC-51-CR-0011739-2020,Female,White
MC-51-CR-0018487-2020,Male,White
MC-51-CR-0014909-2020,Male,White
MC-51-CR-0022193-2020,Male,Black
MC-51-CR-0010797-2020,Male,Black
MC-51-CR-0017656-2020,Female,White
MC-51-CR-0005002-2020,Male,Black
MC-51-CR-0019429-2020,Male,Black
MC-51-CR-0012866-2020,Male,Black
MC-51-CR-0007363-2020,Male,Black
MC-51-CR-0015537-2020,Female,Black
MC-51-CR-0015751-2020,Male,Black
MC-51-CR-0012690-2020,Male,Black
MC-51-CR-0007105-2020,Male,Black
MC-51-CR-0010961-2020,Male,Black
MC-51-CR-0005264-2020,Female,Black
MC-51-CR-0017430-2020,Male,Black
MC-51-CR-0022192-2020,Male,Black
MC-51-CR-0014598-2020,Male,Black
MC-51-CR-0013459-2020,Male,Black
MC-51-CR-0018816-2020,Male,Black
MC-51-CR-0018486-2020,Male,White
MC-51-CR-0014908-2020,Female,Black
MC-51-CR-0011738-2020,Male,Black
MC-51-CR-0020095-2020,Male,White
MC-51-CR-0007104-2020,Male,White
MC-51-CR-0010960-2020,Male,White
MC-51-CR-0015750-2020,Male,Black
MC-51-CR-0012691-2020,Male,Black
MC-51-CR-0017431-2020,Male,Black
MC-51-CR-0005265-2020,Male,Black
MC-51-CR-0005003-2020,Male,Black
MC-51-CR-0019428-2020,Male,Black
MC-51-CR-0012867-2020,Male,White
MC-51-CR-0010796-2020,Male,Black
MC-51-CR-0017657-2020,Male,Black
MC-51-CR-0015536-2020,Female,Black
MC-51-CR-0007362-2020,Male,Black
MC-51-CR-0013262-2020,Male,White
MC-51-CR-0008788-2020,Male,White
MC-51-CR-0001436-2020,Female,White
MC-51-CR-0003757-2020,Female,Black
MC-51-CR-0004696-2020,Male,Black
MC-51-CR-0011103-2020,Male,White
MC-51-CR-0006967-2020,Male,Black
MC-51-CR-0003531-2020,Male,Black
MC-51-CR-0020858-2020,Male,Black
MC-51-CR-0006791-2020,Male,Black
MC-51-CR-0001650-2020,Male,White
MC-51-CR-0013004-2020,Male,Black
MC-51-CR-0004860-2020,Male,Black
MC-51-CR-0005638-2020,Male,Black
MC-51-CR-0019213-2020,Male,White
MC-51-CR-0000808-2020,Male,Black
MC-51-CR-0021600-2020,Male,Asian/Pacific Islander
MC-51-CR-0007559-2020,Male,Black
MC-51-CR-0009540-2020,Male,Black
MC-51-CR-0021466-2020,Male,Black
MC-51-CR-0019075-2020,Male,White
MC-51-CR-0003530-2020,Male,Black
MC-51-CR-0011364-2020,Male,White
MC-51-CR-0013005-2020,Male,White
MC-51-CR-0004861-2020,Male,Black
MC-51-CR-0020859-2020,Male,Black
MC-51-CR-0006790-2020,Male,Black
MC-51-CR-0001437-2020,Male,Black
MC-51-CR-0013263-2020,Male,White
MC-51-CR-0008789-2020,Male,Black
MC-51-CR-0011102-2020,Female,Black
MC-51-CR-0006966-2020,Male,White
MC-51-CR-0003756-2020,Male,Black
MC-51-CR-0009541-2020,Male,Black
MC-51-CR-0019074-2020,Male,Black
MC-51-CR-0021467-2020,Male,Black
MC-51-CR-0000809-2020,Male,Black
MC-51-CR-0021601-2020,Male,Asian/Pacific Islander
MC-51-CR-0005639-2020,Male,Black
MC-51-CR-0019212-2020,Male,Black
MC-51-CR-0007558-2020,Male,Black
MC-51-CR-0000499-2020,Male,Black
MC-51-CR-0009727-2020,Male,White
MC-51-CR-0020006-2020,Male,Black
MC-51-CR-0018415-2020,Male,Black
MC-51-CR-0008120-2020,Male,Black
MC-51-CR-0022367-2020,Male,White
MC-51-CR-0018885-2020,Male,White
MC-51-CR-0008346-2020,Male,White
MC-51-CR-0022101-2020,Male,Black
MC-51-CR-0018673-2020,Male,Black
MC-51-CR-0003399-2020,Female,Black
MC-51-CR-0020260-2020,Male,White
MC-51-CR-0012464-2020,Male,Black
MC-51-CR-0010705-2020,Female,White
MC-51-CR-0005090-2020,Male,White
MC-51-CR-0015935-2020,Male,Black
MC-51-CR-0002151-2020,Male,Black
MC-51-CR-0010563-2020,Male,Black
MC-51-CR-0012602-2020,Male,Black
MC-51-CR-0017832-2020,Male,Black
MC-51-CR-0000056-2020,Male,Black
MC-51-CR-0007197-2020,Male,White
MC-51-CR-0022100-2020,Male,White
MC-51-CR-0020261-2020,Male,White
MC-51-CR-0018672-2020,Male,Black
MC-51-CR-0004259-2020,Male,White
MC-51-CR-0018414-2020,Female,Black
MC-51-CR-0020007-2020,Male,Black
MC-51-CR-0008121-2020,Female,Black
MC-51-CR-0018884-2020,Male,White
MC-51-CR-0022366-2020,Male,White
MC-51-CR-0010562-2020,Female,Black
MC-51-CR-0002336-2020,Male,Black
MC-51-CR-0017833-2020,Female,Black
MC-51-CR-0007196-2020,Male,Black
MC-51-CR-0012603-2020,Female,White
MC-51-CR-0012465-2020,Female,Black
MC-51-CR-0000231-2020,Male,Black
MC-51-CR-0005091-2020,Male,White
MC-51-CR-0015934-2020,Male,Black
MC-51-CR-0010704-2020,Male,Black
MC-51-CR-0022455-2020,Male,Black
MC-51-CR-0014239-2020,Male,White
MC-51-CR-0018327-2020,Male,Black
MC-51-CR-0016158-2020,Male,Black
MC-51-CR-0020734-2020,Male,Black
MC-51-CR-0011099-2020,Male,White
MC-51-CR-0020552-2020,Male,White
MC-51-CR-0018141-2020,Male,Black
MC-51-CR-0022633-2020,Male,Black
MC-51-CR-0008474-2020,Male,Black
MC-51-CR-0002663-2020,Male,White
MC-51-CR-0019389-2020,Male,Black
MC-51-CR-0007853-2020,Male,Black
MC-51-CR-0010037-2020,Male,White
MC-51-CR-0012356-2020,Female,White
MC-51-CR-0015297-2020,Male,White
MC-51-CR-0000764-2020,Male,White
MC-51-CR-0005954-2020,Male,White
MC-51-CR-0012130-2020,Female,Black
MC-51-CR-0002895-2020,Male,Black
MC-51-CR-0017390-2020,Male,Black
MC-51-CR-0010251-2020,Male,Black
MC-51-CR-0002405-2020,Female,Black
MC-51-CR-0018140-2020,Male,Black
MC-51-CR-0020553-2020,Male,Black
MC-51-CR-0022632-2020,Male,Black
MC-51-CR-0008475-2020,Female,Black
MC-51-CR-0022454-2020,Male,Black
MC-51-CR-0014238-2020,Male,White
MC-51-CR-0016159-2020,Male,White
MC-51-CR-0011098-2020,Male,Black
MC-51-CR-0020735-2020,Male,Black
MC-51-CR-0018326-2020,Male,White
MC-51-CR-0005955-2020,Male,Black
MC-51-CR-0012131-2020,Male,Black
MC-51-CR-0002894-2020,Male,Black
MC-51-CR-0000765-2020,Male,Black
MC-51-CR-0002404-2020,Female,Black
MC-51-CR-0017391-2020,Male,Black
MC-51-CR-0000993-2020,Male,White
MC-51-CR-0007852-2020,Male,White
MC-51-CR-0010036-2020,Male,Black
MC-51-CR-0002662-2020,Male,White
MC-51-CR-0019388-2020,Male,Black
MC-51-CR-0000503-2020,Male,Black
MC-51-CR-0012357-2020,Male,White
MC-51-CR-0015296-2020,Male,White
MC-51-CR-0011631-2020,Male,Black
MC-51-CR-0014801-2020,Female,White
MC-51-CR-0001304-2020,Male,White
MC-51-CR-0014491-2020,Male,White
MC-51-CR-0013550-2020,Male,Black
MC-51-CR-0013736-2020,Male,Black
MC-51-CR-0001162-2020,Male,White
MC-51-CR-0016906-2020,Female,Black
MC-51-CR-0003203-2020,Female,Black
MC-51-CR-0011457-2020,Male,Black
MC-51-CR-0016596-2020,Male,Black
MC-51-CR-0009014-2020,Female,Black
MC-51-CR-0021132-2020,Male,Black
MC-51-CR-0019521-2020,Male,Black
MC-51-CR-0021354-2020,Female,Black
MC-51-CR-0017538-2020,Male,Black
MC-51-CR-0015659-2020,Female,Black
MC-51-CR-0009272-2020,Male,Black
MC-51-CR-0012798-2020,Male,Black
MC-51-CR-0010869-2020,Male,White
MC-51-CR-0001163-2020,Male,White
MC-51-CR-0016907-2020,Male,White
MC-51-CR-0013737-2020,Male,Black
MC-51-CR-0011456-2020,Male,Black
MC-51-CR-0016597-2020,Male,White
MC-51-CR-0003202-2020,Male,Asian/Pacific Islander
MC-51-CR-0003064-2020,Male,Black
MC-51-CR-0014800-2020,Male,Black
MC-51-CR-0011630-2020,Male,Black
MC-51-CR-0014490-2020,Female,Black
MC-51-CR-0013551-2020,Male,Black
MC-51-CR-0001305-2020,Male,Black
MC-51-CR-0021355-2020,Male,White
MC-51-CR-0017539-2020,Male,Black
MC-51-CR-0019746-2020,Male,White
MC-51-CR-0010868-2020,Male,Black
MC-51-CR-0015658-2020,Male,Black
MC-51-CR-0009273-2020,Male,Black
MC-51-CR-0012799-2020,Male,Black
MC-51-CR-0009015-2020,Male,Black
MC-51-CR-0019520-2020,Male,White
MC-51-CR-0021133-2020,Male,Black
MC-51-CR-0016537-2020,Male,White
MC-51-CR-0018748-2020,Male,Black
MC-51-CR-0011866-2020,Male,Black
MC-51-CR-0013797-2020,Male,White
MC-51-CR-0014656-2020,Male,Black
MC-51-CR-0014430-2020,Male,Black
MC-51-CR-0006264-2020,Male,Black
MC-51-CR-0004105-2020,Male,White
MC-51-CR-0013961-2020,Male,White
MC-51-CR-0016751-2020,Male,Black
MC-51-CR-0011690-2020,Female,Black
MC-51-CR-0017909-2020,Female,Black
MC-51-CR-0012739-2020,Male,Black
MC-51-CR-0017599-2020,Male,Black
MC-51-CR-0010458-2020,Male,Black
MC-51-CR-0019580-2020,Male,Black
MC-51-CR-0021193-2020,Male,Black
MC-51-CR-0019910-2020,Male,White
MC-51-CR-0006265-2020,Male,Black
MC-51-CR-0014431-2020,Male,Black
MC-51-CR-0016750-2020,Male,Black
MC-51-CR-0011691-2020,Female,Asian/Pacific Islander
MC-51-CR-0004104-2020,Male,Black
MC-51-CR-0013960-2020,Male,Black
MC-51-CR-0018749-2020,Male,Black
MC-51-CR-0004362-2020,Female,White
MC-51-CR-0016536-2020,Male,White
MC-51-CR-0013796-2020,Male,Black
MC-51-CR-0014657-2020,Male,White
MC-51-CR-0006003-2020,Male,White
MC-51-CR-0011867-2020,Male,Black
MC-51-CR-0021192-2020,Male,Black
MC-51-CR-0019581-2020,Male,Black
MC-51-CR-0019911-2020,Male,White
MC-51-CR-0012738-2020,Male,Black
MC-51-CR-0017908-2020,Male,Black
MC-51-CR-0017598-2020,Male,White
MC-51-CR-0010459-2020,Male,Black
MC-51-CR-0022692-2020,Male,White
MC-51-CR-0020963-2020,Male,White
MC-51-CR-0008845-2020,Male,White
MC-51-CR-0011038-2020,Male,Black
MC-51-CR-0020795-2020,Male,White
MC-51-CR-0018386-2020,Male,White
MC-51-CR-0022864-2020,Male,Black
MC-51-CR-0014298-2020,Male,Black
MC-51-CR-0013359-2020,Male,Black
MC-51-CR-0005565-2020,Male,Black
MC-51-CR-0017331-2020,Male,White
MC-51-CR-0002834-2020,Female,Black
MC-51-CR-0015050-2020,Male,Black
MC-51-CR-0012191-2020,Male,Black
MC-51-CR-0007462-2020,Male,Black
MC-51-CR-0015236-2020,Female,Black
MC-51-CR-0010096-2020,Male,Black
MC-51-CR-0017157-2020,Female,Black
MC-51-CR-0005703-2020,Male,White
MC-51-CR-0019328-2020,Male,Black
MC-51-CR-0022865-2020,Male,Black
MC-51-CR-0018387-2020,Male,Black
MC-51-CR-0020794-2020,Male,White
MC-51-CR-0011039-2020,Male,Black
MC-51-CR-0014299-2020,Male,Black
MC-51-CR-0013358-2020,Male,Black
MC-51-CR-0020962-2020,Male,White
MC-51-CR-0022693-2020,Male,White
MC-51-CR-0008844-2020,Male,White
MC-51-CR-0015237-2020,Male,White
MC-51-CR-0007463-2020,Male,Black
MC-51-CR-0005702-2020,Female,Black
MC-51-CR-0010097-2020,Male,Black
MC-51-CR-0000932-2020,Male,Black
MC-51-CR-0017156-2020,Male,Black
MC-51-CR-0017330-2020,Male,Black
MC-51-CR-0005564-2020,Male,Black
MC-51-CR-0002835-2020,Female,White
MC-51-CR-0015051-2020,Male,Black
MC-51-CR-0012190-2020,Male,Black
MC-51-CR-0003338-2020,Male,Black
MC-51-CR-0001059-2020,Male,Black
MC-51-CR-0018824-2020,Male,Black
MC-51-CR-0008181-2020,Male,Black
MC-51-CR-0010952-2020,Male,Black
MC-51-CR-0007136-2020,Male,Black
MC-51-CR-0017893-2020,Female,Black
MC-51-CR-0015762-2020,Male,Black
MC-51-CR-0017403-2020,Male,Black
MC-51-CR-0002396-2020,Male,White
MC-51-CR-0015994-2020,Female,Black
MC-51-CR-0012855-2020,Male,Black
MC-51-CR-0005031-2020,Male,White
MC-51-CR-0017665-2020,Female,Black
MC-51-CR-0021009-2020,Male,Black
MC-51-CR-0015504-2020,Male,Black
MC-51-CR-0007350-2020,Male,Black
MC-51-CR-0000291-2020,Male,White
MC-51-CR-0018825-2020,Male,White
MC-51-CR-0008180-2020,Male,Black
MC-51-CR-0003339-2020,Male,Black
MC-51-CR-0006199-2020,Male,Black
MC-51-CR-0001058-2020,Male,Black
MC-51-CR-0017664-2020,Female,Black
MC-51-CR-0021008-2020,Male,Black
MC-51-CR-0015995-2020,Male,Black
MC-51-CR-0012854-2020,Male,Black
MC-51-CR-0005030-2020,Male,White
MC-51-CR-0007351-2020,Male,Black
MC-51-CR-0000290-2020,Male,White
MC-51-CR-0015505-2020,Male,Black
MC-51-CR-0015763-2020,Male,Asian/Pacific Islander
MC-51-CR-0009348-2020,Male,White
MC-51-CR-0010953-2020,Male,Black
MC-51-CR-0007137-2020,Male,Black
MC-51-CR-0017892-2020,Male,Black
MC-51-CR-0002397-2020,Male,Black
MC-51-CR-0005256-2020,Male,White
MC-51-CR-0017402-2020,Male,Black
MC-51-CR-0014164-2020,Male,White
MC-51-CR-0003900-2020,Male,Black
MC-51-CR-0022708-2020,Male,Black
MC-51-CR-0006730-2020,Female,Black
MC-51-CR-0004451-2020,Male,Black
MC-51-CR-0020469-2020,Male,White
MC-51-CR-0016205-2020,Male,Black
MC-51-CR-0016063-2020,Male,White
MC-51-CR-0001807-2020,Male,Black
MC-51-CR-0004637-2020,Male,Black
MC-51-CR-0001497-2020,Male,Black
MC-51-CR-0006556-2020,Male,White
MC-51-CR-0008729-2020,Male,Black
MC-51-CR-0014302-2020,Male,Black
MC-51-CR-0009971-2020,Male,Black
MC-51-CR-0021857-2020,Male,Black
MC-51-CR-0009787-2020,Female,Black
MC-51-CR-0007968-2020,Male,Black
MC-51-CR-0005699-2020,Female,Black
MC-51-CR-0002758-2020,Male,Black
MC-51-CR-0004636-2020,Male,White
MC-51-CR-0016062-2020,Male,Black
MC-51-CR-0001806-2020,Male,Black
MC-51-CR-0008728-2020,Male,White
MC-51-CR-0014303-2020,Male,White
MC-51-CR-0001496-2020,Male,Black
MC-51-CR-0006557-2020,Male,Black
MC-51-CR-0006731-2020,Male,Black
MC-51-CR-0014165-2020,Male,Black
MC-51-CR-0003901-2020,Male,White
MC-51-CR-0022709-2020,Male,White
MC-51-CR-0020468-2020,Male,White
MC-51-CR-0016204-2020,Male,Black
MC-51-CR-0004450-2020,Male,Black
MC-51-CR-0003591-2020,Female,Black
MC-51-CR-0009786-2020,Male,Black
MC-51-CR-0005698-2020,Male,Black
MC-51-CR-0002759-2020,Male,Black
MC-51-CR-0007969-2020,Male,Black
MC-51-CR-0009970-2020,Male,Black
MC-51-CR-0021856-2020,Male,Asian/Pacific Islander
MC-51-CR-0022132-2020,Male,Black
MC-51-CR-0008375-2020,Male,Black
MC-51-CR-0020253-2020,Male,White
MC-51-CR-0018640-2020,Female,White
MC-51-CR-0018426-2020,Male,Black
MC-51-CR-0013869-2020,Male,Black
MC-51-CR-0016659-2020,Male,Black
MC-51-CR-0011798-2020,Male,White
MC-51-CR-0020035-2020,Male,Black
MC-51-CR-0022354-2020,Male,White
MC-51-CR-0008113-2020,Female,Black
MC-51-CR-0014538-2020,Male,White
MC-51-CR-0017491-2020,Male,White
MC-51-CR-0010550-2020,Female,Black
MC-51-CR-0002304-2020,Male,Black
MC-51-CR-0000065-2020,Male,Black
MC-51-CR-0017801-2020,Female,Black
MC-51-CR-0012631-2020,Male,White
MC-51-CR-0012457-2020,Male,White
MC-51-CR-0019818-2020,Female,Black
MC-51-CR-0015596-2020,Male,White
MC-51-CR-0000203-2020,Male,Black
MC-51-CR-0015906-2020,Male,Black
MC-51-CR-0019488-2020,Female,White
MC-51-CR-0010736-2020,Male,Black
MC-51-CR-0016658-2020,Male,Black
MC-51-CR-0020034-2020,Male,White
MC-51-CR-0011799-2020,Male,Black
MC-51-CR-0018427-2020,Male,Black
MC-51-CR-0013868-2020,Female,Black
MC-51-CR-0022355-2020,Female,Black
MC-51-CR-0008112-2020,Male,Black
MC-51-CR-0014539-2020,Male,Black
MC-51-CR-0022133-2020,Male,White
MC-51-CR-0008374-2020,Male,Black
MC-51-CR-0018641-2020,Female,White
MC-51-CR-0020252-2020,Male,White
MC-51-CR-0000202-2020,Male,Black
MC-51-CR-0012456-2020,Male,Black
MC-51-CR-0019819-2020,Male,White
MC-51-CR-0015597-2020,Female,White
MC-51-CR-0010737-2020,Female,Black
MC-51-CR-0002163-2020,Male,Black
MC-51-CR-0015907-2020,Male,Black
MC-51-CR-0019489-2020,Female,White
MC-51-CR-0002305-2020,Female,Black
MC-51-CR-0017490-2020,Male,Black
MC-51-CR-0010551-2020,Female,Black
MC-51-CR-0012630-2020,Male,White
MC-51-CR-0000064-2020,Male,Black
MC-51-CR-0017800-2020,Male,Black
MC-51-CR-0003502-2020,Male,Black
MC-51-CR-0016297-2020,Male,Black
MC-51-CR-0003992-2020,Male,White
MC-51-CR-0013037-2020,Male,White
MC-51-CR-0001663-2020,Male,Black
MC-51-CR-0001405-2020,Male,Black
MC-51-CR-0014390-2020,Male,White
MC-51-CR-0013251-2020,Male,White
MC-51-CR-0006954-2020,Male,Black
MC-51-CR-0011130-2020,Male,Black
MC-51-CR-0001895-2020,Female,Black
MC-51-CR-0003764-2020,Male,White
MC-51-CR-0015158-2020,Female,White
MC-51-CR-0009573-2020,Male,Black
MC-51-CR-0012099-2020,Male,Black
MC-51-CR-0019046-2020,Female,Black
MC-51-CR-0021455-2020,Female,Black
MC-51-CR-0017239-2020,Male,Black
MC-51-CR-0021633-2020,Male,Black
MC-51-CR-0019220-2020,Male,Black
MC-51-CR-0009715-2020,Male,Black
MC-51-CR-0014391-2020,Male,White
MC-51-CR-0013250-2020,Male,White
MC-51-CR-0001404-2020,Male,White
MC-51-CR-0003765-2020,Male,White
MC-51-CR-0006955-2020,Male,Black
MC-51-CR-0011131-2020,Male,Black
MC-51-CR-0001894-2020,Male,Black
MC-51-CR-0011357-2020,Male,White
MC-51-CR-0003503-2020,Male,Black
MC-51-CR-0001662-2020,Male,Black
MC-51-CR-0003993-2020,Male,Black
MC-51-CR-0004852-2020,Male,White
MC-51-CR-0013036-2020,Male,White
MC-51-CR-0019221-2020,Male,Black
MC-51-CR-0021632-2020,Male,Black
MC-51-CR-0009714-2020,Male,Black
MC-51-CR-0015159-2020,Female,Black
MC-51-CR-0009572-2020,Male,Black
MC-51-CR-0012098-2020,Male,Black
MC-51-CR-0021454-2020,Male,Black
MC-51-CR-0017238-2020,Female,Black
MC-51-CR-0019047-2020,Male,Black
MC-51-CR-0016935-2020,Male,Black
MC-51-CR-0013705-2020,Male,Black
MC-51-CR-0011464-2020,Male,Black
MC-51-CR-0003230-2020,Female,White
MC-51-CR-0014832-2020,Male,Black
MC-51-CR-0003056-2020,Male,Black
MC-51-CR-0004197-2020,Male,Black
MC-51-CR-0011602-2020,Male,White
MC-51-CR-0013563-2020,Male,White
MC-51-CR-0008089-2020,Female,Black
MC-51-CR-0021367-2020,Male,Black
MC-51-CR-0019774-2020,Male,Black
MC-51-CR-0009241-2020,Male,Black
MC-51-CR-0019982-2020,Male,Black
MC-51-CR-0009027-2020,Female,Black
MC-51-CR-0000399-2020,Male,White
MC-51-CR-0005139-2020,Female,Black
MC-51-CR-0019512-2020,Male,Black
MC-51-CR-0021101-2020,Male,White
MC-51-CR-0011603-2020,Male,White
MC-51-CR-0014833-2020,Male,Black
MC-51-CR-0004196-2020,Male,Black
MC-51-CR-0013562-2020,Male,Black
MC-51-CR-0008088-2020,Male,Black
MC-51-CR-0013704-2020,Female,White
MC-51-CR-0006091-2020,Female,Black
MC-51-CR-0016934-2020,Male,Black
MC-51-CR-0001150-2020,Female,Black
MC-51-CR-0003231-2020,Male,Unknown/Unreported
MC-51-CR-0011465-2020,Male,Black
MC-51-CR-0000398-2020,Male,White
MC-51-CR-0019983-2020,Male,Black
MC-51-CR-0009026-2020,Male,Black
MC-51-CR-0021100-2020,Female,Black
MC-51-CR-0005138-2020,Male,Black
MC-51-CR-0019513-2020,Male,White
MC-51-CR-0019775-2020,Male,Black
MC-51-CR-0021366-2020,Male,White
MC-51-CR-0009240-2020,Male,Black
MC-51-CR-0018172-2020,Male,Black
MC-51-CR-0003498-2020,Male,Black
MC-51-CR-0020561-2020,Female,Black
MC-51-CR-0008447-2020,Male,Black
MC-51-CR-0003808-2020,Male,Black
MC-51-CR-0022600-2020,Male,White
MC-51-CR-0006638-2020,Male,White
MC-51-CR-0008621-2020,Male,White
MC-51-CR-0022466-2020,Male,Black
MC-51-CR-0020707-2020,Male,Black
MC-51-CR-0018314-2020,Male,Black
MC-51-CR-0012103-2020,Male,Black
MC-51-CR-0005967-2020,Male,Black
MC-51-CR-0000757-2020,Male,Black
MC-51-CR-0002436-2020,Male,Black
MC-51-CR-0009879-2020,Male,Black
MC-51-CR-0010262-2020,Male,White
MC-51-CR-0010004-2020,Male,Black
MC-51-CR-0007860-2020,Male,Black
MC-51-CR-0002650-2020,Male,Black
MC-51-CR-0000531-2020,Male,White
MC-51-CR-0008620-2020,Male,Black
MC-51-CR-0022467-2020,Female,Black
MC-51-CR-0018315-2020,Male,Black
MC-51-CR-0020706-2020,Male,Black
MC-51-CR-0020560-2020,Male,Black
MC-51-CR-0018173-2020,Male,Black
MC-51-CR-0004558-2020,Male,Black
MC-51-CR-0003499-2020,Male,Black
MC-51-CR-0006639-2020,Male,Black
MC-51-CR-0008446-2020,Male,Black
MC-51-CR-0003809-2020,Male,Black
MC-51-CR-0022601-2020,Male,White
MC-51-CR-0005790-2020,Female,Black
MC-51-CR-0002651-2020,Male,Black
MC-51-CR-0010005-2020,Female,White
MC-51-CR-0007861-2020,Female,Black
MC-51-CR-0012364-2020,Male,Black
MC-51-CR-0000530-2020,Male,White
MC-51-CR-0000756-2020,Female,Asian/Pacific Islander
MC-51-CR-0012102-2020,Male,Black
MC-51-CR-0005966-2020,Male,Black
MC-51-CR-0010263-2020,Male,White
MC-51-CR-0002437-2020,Male,Black
MC-51-CR-0009878-2020,Male,Black
MC-51-CR-0000470-2020,Male,White
MC-51-CR-0012224-2020,Male,White
MC-51-CR-0010145-2020,Male,White
MC-51-CR-0007921-2020,Female,White
MC-51-CR-0017084-2020,Female,White
MC-51-CR-0002711-2020,Male,White
MC-51-CR-0002577-2020,Female,Black
MC-51-CR-0009938-2020,Male,Black
MC-51-CR-0010323-2020,Male,Black
MC-51-CR-0015183-2020,Female,Black
MC-51-CR-0012042-2020,Male,Black
MC-51-CR-0005826-2020,Male,Black
